mediaID,type,name,description,subject,category,collection,mode,section,year,round,matchNumber,filename,url,thumbUrl,sha256,width,height,sizeKB,knowledge,competition_matchNumber,competition_round,competition_section,competition_year,durationSeconds,github_baseRemotePath,github_fullRelativePath,github_fullUrl,github_localRelativePath,github_localThumbnailRelativePath,github_relativePath,github_thumbnailRelativePath,github_thumbnailUrl,github_url,id,media_type,originalName,source_app,source_capturedAt,source_sourceID,source_sourceJson,source_videoTimestamp
2026-alt-tv-julia-roberts,image,Julia Roberts,American Actress,Theatre and Cinema,World-Current-Actress,,competition,alternate,2026,1,7,julia-roberts.webp,https://media.learnwithcole.com/images/2026/alternate/tv/full/julia-roberts.webp,https://media.learnwithcole.com/images/2026/alternate/tv/thumbs/julia-roberts.webp,29031ab2e4ded5eb52dcf180febf4cc1071cfc01e2ebc6118b4aa0d28ed38d22,1200,675,34.38,0,7,1,alternate,2026,,images/2026/alternate/tv,images/2026/alternate/tv/full/julia-roberts.webp,https://media.learnwithcole.com/images/2026/alternate/tv/full/julia-roberts.webp,../github-ready/images/2026/alternate/tv/full/julia-roberts.webp,../github-ready/images/2026/alternate/tv/thumbs/julia-roberts.webp,images/2026/alternate/tv/full/julia-roberts.webp,images/2026/alternate/tv/thumbs/julia-roberts.webp,https://media.learnwithcole.com/images/2026/alternate/tv/thumbs/julia-roberts.webp,https://media.learnwithcole.com/images/2026/alternate/tv/full/julia-roberts.webp,img-1769015927363-zyg471d,image,julia-roberts.jpg,scq-capture-studio,2026-01-21T17:18:47.363Z,img-1769015927363-zyg471d,007.zip,4:37
2026-alt-lia-kamina-johnson-smith,image,Kamina Johnson-Smith,Government Senator and Minister,Local and International Affairs,Local-Current-Government,,competition,alternate,2026,1,2,kamina-johnson-smith.webp,https://media.learnwithcole.com/images/2026/alternate/lia/full/kamina-johnson-smith.webp,https://media.learnwithcole.com/images/2026/alternate/lia/thumbs/kamina-johnson-smith.webp,c3f55c92b340f781ce3ec2a87683764a18cea7ab8de0c6b15bd8d8df5cb28b25,1200,675,34.87,-1,2,1,alternate,2026,,images/2026/alternate/lia,images/2026/alternate/lia/full/kamina-johnson-smith.webp,https://media.learnwithcole.com/images/2026/alternate/lia/full/kamina-johnson-smith.webp,../github-ready/images/2026/alternate/lia/full/kamina-johnson-smith.webp,../github-ready/images/2026/alternate/lia/thumbs/kamina-johnson-smith.webp,images/2026/alternate/lia/full/kamina-johnson-smith.webp,images/2026/alternate/lia/thumbs/kamina-johnson-smith.webp,https://media.learnwithcole.com/images/2026/alternate/lia/thumbs/kamina-johnson-smith.webp,https://media.learnwithcole.com/images/2026/alternate/lia/full/kamina-johnson-smith.webp,img-1768455268759-kzscteb,image,kamina-johnson-smith.jpg,scq-capture-studio,2026-01-15T05:34:28.759Z,img-1768455268759-kzscteb,002.zip,2:23
2026-alt-sport-kane-williamson,image,Kane Williamson,New Zealand Cricketer,Sports,Cricket-World-Current-Cricketer,,competition,alternate,2026,1,5,kane-williamson.webp,https://media.learnwithcole.com/images/2026/alternate/sport/full/kane-williamson.webp,https://media.learnwithcole.com/images/2026/alternate/sport/thumbs/kane-williamson.webp,caae6774607b5d6fd5a9b7c78508d3720d41a41e7c2912c6bea36be1c569ddfb,1200,675,39.21,-1,5,1,alternate,2026,,images/2026/alternate/sport,images/2026/alternate/sport/full/kane-williamson.webp,https://media.learnwithcole.com/images/2026/alternate/sport/full/kane-williamson.webp,../github-ready/images/2026/alternate/sport/full/kane-williamson.webp,../github-ready/images/2026/alternate/sport/thumbs/kane-williamson.webp,images/2026/alternate/sport/full/kane-williamson.webp,images/2026/alternate/sport/thumbs/kane-williamson.webp,https://media.learnwithcole.com/images/2026/alternate/sport/thumbs/kane-williamson.webp,https://media.learnwithcole.com/images/2026/alternate/sport/full/kane-williamson.webp,img-1768653951277-edr5qgi,image,kane-williamson.jpg,scq-capture-studio,2026-01-17T12:45:51.277Z,img-1768653951277-edr5qgi,005.zip,5:38
2026-alt-lia-kenneth-russell,image,Kenneth Russell,MP - St. Ann South East,Local and International Affairs,Local-Current-MP,,competition,alternate,2026,1,5,kenneth-russell.webp,https://media.learnwithcole.com/images/2026/alternate/lia/full/kenneth-russell.webp,https://media.learnwithcole.com/images/2026/alternate/lia/thumbs/kenneth-russell.webp,9b626b20f0f39588cb84445b5a42967fcb274164b23be5bb1b722d9ee1bee056,1200,675,29.96,-1,5,1,alternate,2026,,images/2026/alternate/lia,images/2026/alternate/lia/full/kenneth-russell.webp,https://media.learnwithcole.com/images/2026/alternate/lia/full/kenneth-russell.webp,../github-ready/images/2026/alternate/lia/full/kenneth-russell.webp,../github-ready/images/2026/alternate/lia/thumbs/kenneth-russell.webp,images/2026/alternate/lia/full/kenneth-russell.webp,images/2026/alternate/lia/thumbs/kenneth-russell.webp,https://media.learnwithcole.com/images/2026/alternate/lia/thumbs/kenneth-russell.webp,https://media.learnwithcole.com/images/2026/alternate/lia/full/kenneth-russell.webp,img-1768653424829-a9y6fj2,image,kenneth-russell.jpg,scq-capture-studio,2026-01-17T12:37:04.829Z,img-1768653424829-a9y6fj2,005.zip,2:36
2026-alt-tv-kevin-spacey,image,Kevin Spacey,American Actor,Theatre and Cinema,World-Current-Actor,,competition,alternate,2026,1,5,kevin-spacey.webp,https://media.learnwithcole.com/images/2026/alternate/tv/full/kevin-spacey.webp,https://media.learnwithcole.com/images/2026/alternate/tv/thumbs/kevin-spacey.webp,5faf77ae0c6866f7cd0337fc3a4f4bdc8191c2ff97f684bad586436f10eb8246,1200,675,30.37,-1,5,1,alternate,2026,,images/2026/alternate/tv,images/2026/alternate/tv/full/kevin-spacey.webp,https://media.learnwithcole.com/images/2026/alternate/tv/full/kevin-spacey.webp,../github-ready/images/2026/alternate/tv/full/kevin-spacey.webp,../github-ready/images/2026/alternate/tv/thumbs/kevin-spacey.webp,images/2026/alternate/tv/full/kevin-spacey.webp,images/2026/alternate/tv/thumbs/kevin-spacey.webp,https://media.learnwithcole.com/images/2026/alternate/tv/thumbs/kevin-spacey.webp,https://media.learnwithcole.com/images/2026/alternate/tv/full/kevin-spacey.webp,img-1768653745111-gx5rb4y,image,kevin-spacey.jpg,scq-capture-studio,2026-01-17T12:42:25.111Z,img-1768653745111-gx5rb4y,005.zip,4:42
2026-alt-tv-leonardo-dicaprio,image,Leonardo DiCaprio,American Actor,Theatre and Cinema,World-Current-Actor,,competition,alternate,2026,1,1,leonardo-dicaprio.webp,https://media.learnwithcole.com/images/2026/alternate/tv/full/leonardo-dicaprio.webp,https://media.learnwithcole.com/images/2026/alternate/tv/thumbs/leonardo-dicaprio.webp,92cad2000fc453934e2f0cbfdc257a9160494e98c66fbff9f6ea24f8c05ff07e,1200,675,30.24,-1,1,1,alternate,2026,,images/2026/alternate/tv,images/2026/alternate/tv/full/leonardo-dicaprio.webp,https://media.learnwithcole.com/images/2026/alternate/tv/full/leonardo-dicaprio.webp,../github-ready/images/2026/alternate/tv/full/leonardo-dicaprio.webp,../github-ready/images/2026/alternate/tv/thumbs/leonardo-dicaprio.webp,images/2026/alternate/tv/full/leonardo-dicaprio.webp,images/2026/alternate/tv/thumbs/leonardo-dicaprio.webp,https://media.learnwithcole.com/images/2026/alternate/tv/thumbs/leonardo-dicaprio.webp,https://media.learnwithcole.com/images/2026/alternate/tv/full/leonardo-dicaprio.webp,img-1768453811297-80rqhk2,image,leonardo-dicaprio.jpg,scq-capture-studio,2026-01-15T05:10:11.297Z,img-1768453811297-80rqhk2,001.zip,5:20
2026-bz-tv-lucille-ball,image,Lucille Ball,American Actress,Theatre and Cinema,World-Former-Actress,,competition,buzzer,2026,1,2,lucille-ball.webp,https://media.learnwithcole.com/images/2026/buzzer/tv/full/lucille-ball.webp,https://media.learnwithcole.com/images/2026/buzzer/tv/thumbs/lucille-ball.webp,cc394ff80f42765d3d4047e36dc41696ec8fdcc2035dd7fcf0b138b0c1c4b2c1,1200,675,38.4,-1,2,1,buzzer,2026,,images/2026/buzzer/tv,images/2026/buzzer/tv/full/lucille-ball.webp,https://media.learnwithcole.com/images/2026/buzzer/tv/full/lucille-ball.webp,../github-ready/images/2026/buzzer/tv/full/lucille-ball.webp,../github-ready/images/2026/buzzer/tv/thumbs/lucille-ball.webp,images/2026/buzzer/tv/full/lucille-ball.webp,images/2026/buzzer/tv/thumbs/lucille-ball.webp,https://media.learnwithcole.com/images/2026/buzzer/tv/thumbs/lucille-ball.webp,https://media.learnwithcole.com/images/2026/buzzer/tv/full/lucille-ball.webp,img-1768457726313-ksjwg6p,image,lucille-ball.jpg,scq-capture-studio,2026-01-15T06:15:26.313Z,img-1768457726313-ksjwg6p,002.zip,18:35
2026-alt-lia-major-general-antony-anderson,image,Major General Antony Anderson,Jamaican Ambassador to USA,Local and International Affairs,Local-Current-Ambassador,,competition,alternate,2026,1,7,major-general-antony-anderson.webp,https://media.learnwithcole.com/images/2026/alternate/lia/full/major-general-antony-anderson.webp,https://media.learnwithcole.com/images/2026/alternate/lia/thumbs/major-general-antony-anderson.webp,06d329b6dc7c2ea7ecf59664a71a9866bc0e0a01ecbcc91f09a3228c40059ef5,1200,675,23.63,-1,7,1,alternate,2026,,images/2026/alternate/lia,images/2026/alternate/lia/full/major-general-antony-anderson.webp,https://media.learnwithcole.com/images/2026/alternate/lia/full/major-general-antony-anderson.webp,../github-ready/images/2026/alternate/lia/full/major-general-antony-anderson.webp,../github-ready/images/2026/alternate/lia/thumbs/major-general-antony-anderson.webp,images/2026/alternate/lia/full/major-general-antony-anderson.webp,images/2026/alternate/lia/thumbs/major-general-antony-anderson.webp,https://media.learnwithcole.com/images/2026/alternate/lia/thumbs/major-general-antony-anderson.webp,https://media.learnwithcole.com/images/2026/alternate/lia/full/major-general-antony-anderson.webp,img-1769015688280-s04b1qn,image,major-general-antony-anderson.jpg,scq-capture-studio,2026-01-21T17:14:48.280Z,img-1769015688280-s04b1qn,007.zip,2:25
2026-alt-tv-mariska-hargitay,image,Mariska Hargitay,American Actress,Theatre and Cinema,World-Current-Actress,,competition,alternate,2026,1,3,mariska-hargitay.webp,https://media.learnwithcole.com/images/2026/alternate/tv/full/mariska-hargitay.webp,https://media.learnwithcole.com/images/2026/alternate/tv/thumbs/mariska-hargitay.webp,d9191351bb68e63f1f0caf557edae59f13348134f212d60dd0c5465b8feba2fa,1200,675,29.37,-1,3,1,alternate,2026,,images/2026/alternate/tv,images/2026/alternate/tv/full/mariska-hargitay.webp,https://media.learnwithcole.com/images/2026/alternate/tv/full/mariska-hargitay.webp,../github-ready/images/2026/alternate/tv/full/mariska-hargitay.webp,../github-ready/images/2026/alternate/tv/thumbs/mariska-hargitay.webp,images/2026/alternate/tv/full/mariska-hargitay.webp,images/2026/alternate/tv/thumbs/mariska-hargitay.webp,https://media.learnwithcole.com/images/2026/alternate/tv/thumbs/mariska-hargitay.webp,https://media.learnwithcole.com/images/2026/alternate/tv/full/mariska-hargitay.webp,img-1768458985360-2m7xqvq,image,mariska-hargitay.jpg,scq-capture-studio,2026-01-15T06:36:25.360Z,img-1768458985360-2m7xqvq,003.zip,5:05
2026-bz-lia-mark-carney,image,Mark Carney,PM - Canada,Local and International Affairs,World-Current-PM,,competition,buzzer,2026,1,5,mark-carney.webp,https://media.learnwithcole.com/images/2026/buzzer/lia/full/mark-carney.webp,https://media.learnwithcole.com/images/2026/buzzer/lia/thumbs/mark-carney.webp,d3bf2a47ce8ce81c2480126871708717530600c343580262b467091309b35143,1200,675,22.6,-1,5,1,buzzer,2026,,images/2026/buzzer/lia,images/2026/buzzer/lia/full/mark-carney.webp,https://media.learnwithcole.com/images/2026/buzzer/lia/full/mark-carney.webp,../github-ready/images/2026/buzzer/lia/full/mark-carney.webp,../github-ready/images/2026/buzzer/lia/thumbs/mark-carney.webp,images/2026/buzzer/lia/full/mark-carney.webp,images/2026/buzzer/lia/thumbs/mark-carney.webp,https://media.learnwithcole.com/images/2026/buzzer/lia/thumbs/mark-carney.webp,https://media.learnwithcole.com/images/2026/buzzer/lia/full/mark-carney.webp,img-1768654188834-phhnl60,image,mark-carney.jpg,scq-capture-studio,2026-01-17T12:49:48.834Z,img-1768654188834-phhnl60,005.zip,16:01
2026-bz-tv-marlon-brando,image,Marlon Brando,American Actor,Theatre and Cinema,World-Former-Actor,,competition,buzzer,2026,1,1,marlon-brando.webp,https://media.learnwithcole.com/images/2026/buzzer/tv/full/marlon-brando.webp,https://media.learnwithcole.com/images/2026/buzzer/tv/thumbs/marlon-brando.webp,95a7e1bf6b195fde8481625ab52f52df71c429f4c724d6b771ab2828550e3594,1200,675,35.0,-1,1,1,buzzer,2026,,images/2026/buzzer/tv,images/2026/buzzer/tv/full/marlon-brando.webp,https://media.learnwithcole.com/images/2026/buzzer/tv/full/marlon-brando.webp,../github-ready/images/2026/buzzer/tv/full/marlon-brando.webp,../github-ready/images/2026/buzzer/tv/thumbs/marlon-brando.webp,images/2026/buzzer/tv/full/marlon-brando.webp,images/2026/buzzer/tv/thumbs/marlon-brando.webp,https://media.learnwithcole.com/images/2026/buzzer/tv/thumbs/marlon-brando.webp,https://media.learnwithcole.com/images/2026/buzzer/tv/full/marlon-brando.webp,img-1768454703866-s1mujeq,image,marlon-brando.jpg,scq-capture-studio,2026-01-15T05:25:03.867Z,img-1768454703866-s1mujeq,001.zip,18:27
2026-alt-lia-mickel-jackson,image,Mickel Jackson,Executive Director - Jamaicans For Justice (JFJ),Local and International Affairs,Local-Current-Private,,competition,alternate,2026,1,6,mickel-jackson.webp,https://media.learnwithcole.com/images/2026/alternate/lia/full/mickel-jackson.webp,https://media.learnwithcole.com/images/2026/alternate/lia/thumbs/mickel-jackson.webp,b4d01f407f56400225304a16e8985b126d4dde084b8d038ed031601164cd3f59,1200,675,34.3,-1,6,1,alternate,2026,,images/2026/alternate/lia,images/2026/alternate/lia/full/mickel-jackson.webp,https://media.learnwithcole.com/images/2026/alternate/lia/full/mickel-jackson.webp,../github-ready/images/2026/alternate/lia/full/mickel-jackson.webp,../github-ready/images/2026/alternate/lia/thumbs/mickel-jackson.webp,images/2026/alternate/lia/full/mickel-jackson.webp,images/2026/alternate/lia/thumbs/mickel-jackson.webp,https://media.learnwithcole.com/images/2026/alternate/lia/thumbs/mickel-jackson.webp,https://media.learnwithcole.com/images/2026/alternate/lia/full/mickel-jackson.webp,img-1768655075396-kkfl8he,image,mickel-jackson.jpg,scq-capture-studio,2026-01-17T13:04:35.396Z,img-1768655075396-kkfl8he,006.zip,2:29
2026-alt-lia-mongolia,image,Mongolia,Flag of Mongolia,Local and International Affairs,World-Current-Flag,,competition,alternate,2026,1,4,mongolia.webp,https://media.learnwithcole.com/images/2026/alternate/lia/full/mongolia.webp,https://media.learnwithcole.com/images/2026/alternate/lia/thumbs/mongolia.webp,1e87a1244d56d4fb76308c871d3011b7675b6b1ed2698f041ad39d79b8550133,1114,548,17.31,-1,4,1,alternate,2026,,images/2026/alternate/lia,images/2026/alternate/lia/full/mongolia.webp,https://media.learnwithcole.com/images/2026/alternate/lia/full/mongolia.webp,../github-ready/images/2026/alternate/lia/full/mongolia.webp,../github-ready/images/2026/alternate/lia/thumbs/mongolia.webp,images/2026/alternate/lia/full/mongolia.webp,images/2026/alternate/lia/thumbs/mongolia.webp,https://media.learnwithcole.com/images/2026/alternate/lia/thumbs/mongolia.webp,https://media.learnwithcole.com/images/2026/alternate/lia/full/mongolia.webp,img-1768524127295-3sfje48,image,mongolia.jpg,scq-capture-studio,2026-01-16T00:42:07.295Z,img-1768524127295-3sfje48,004.zip,2:53
2026-alt-lia-omar-newell,image,Omar Newell,MP - St. Mary Central,Local and International Affairs,Local-Current-MP,,competition,alternate,2026,1,1,omar-newell.webp,https://media.learnwithcole.com/images/2026/alternate/lia/full/omar-newell.webp,https://media.learnwithcole.com/images/2026/alternate/lia/thumbs/omar-newell.webp,b1cf0c4229a7d0a5b69f457cb200a8e30c3907bb05f32fa361daa6ebb43c0cd8,1200,675,30.58,-1,1,1,alternate,2026,,images/2026/alternate/lia,images/2026/alternate/lia/full/omar-newell.webp,https://media.learnwithcole.com/images/2026/alternate/lia/full/omar-newell.webp,../github-ready/images/2026/alternate/lia/full/omar-newell.webp,../github-ready/images/2026/alternate/lia/thumbs/omar-newell.webp,images/2026/alternate/lia/full/omar-newell.webp,images/2026/alternate/lia/thumbs/omar-newell.webp,https://media.learnwithcole.com/images/2026/alternate/lia/thumbs/omar-newell.webp,https://media.learnwithcole.com/images/2026/alternate/lia/full/omar-newell.webp,img-1768453494499-scwpq24,image,omar-newell.jpg,scq-capture-studio,2026-01-15T05:04:54.499Z,img-1768453494499-scwpq24,001.zip,2:20
2026-bz-tv-paul-mescal,image,Paul Mescal,Irish Actor - Gladiator II,Theatre and Cinema,World-Current-Actor,,competition,buzzer,2026,1,3,paul-mescal.webp,https://media.learnwithcole.com/images/2026/buzzer/tv/full/paul-mescal.webp,https://media.learnwithcole.com/images/2026/buzzer/tv/thumbs/paul-mescal.webp,e68d522d557b9801da3c704cb2fb1f8690220018d2491a5e6e1199e5fb017ce7,1200,675,23.27,-1,3,1,buzzer,2026,,images/2026/buzzer/tv,images/2026/buzzer/tv/full/paul-mescal.webp,https://media.learnwithcole.com/images/2026/buzzer/tv/full/paul-mescal.webp,../github-ready/images/2026/buzzer/tv/full/paul-mescal.webp,../github-ready/images/2026/buzzer/tv/thumbs/paul-mescal.webp,images/2026/buzzer/tv/full/paul-mescal.webp,images/2026/buzzer/tv/thumbs/paul-mescal.webp,https://media.learnwithcole.com/images/2026/buzzer/tv/thumbs/paul-mescal.webp,https://media.learnwithcole.com/images/2026/buzzer/tv/full/paul-mescal.webp,img-1768459541090-nusgv5i,image,paul-mescal.jpg,scq-capture-studio,2026-01-15T06:45:41.090Z,img-1768459541090-nusgv5i,003.zip,18:24
2026-alt-tv-pierce-brosnan,image,Pierce Brosnan,Irish Actor - James Bond,Theatre and Cinema,World-Former-Actor,,competition,alternate,2026,1,2,pierce-brosnan.webp,https://media.learnwithcole.com/images/2026/alternate/tv/full/pierce-brosnan.webp,https://media.learnwithcole.com/images/2026/alternate/tv/thumbs/pierce-brosnan.webp,48480f6091d1529207f937629e121fd22e554bcc824207ffb8ecad89359464ab,1200,675,36.37,-1,2,1,alternate,2026,,images/2026/alternate/tv,images/2026/alternate/tv/full/pierce-brosnan.webp,https://media.learnwithcole.com/images/2026/alternate/tv/full/pierce-brosnan.webp,../github-ready/images/2026/alternate/tv/full/pierce-brosnan.webp,../github-ready/images/2026/alternate/tv/thumbs/pierce-brosnan.webp,images/2026/alternate/tv/full/pierce-brosnan.webp,images/2026/alternate/tv/thumbs/pierce-brosnan.webp,https://media.learnwithcole.com/images/2026/alternate/tv/thumbs/pierce-brosnan.webp,https://media.learnwithcole.com/images/2026/alternate/tv/full/pierce-brosnan.webp,img-1768455540410-hluqq7m,image,pierce-brosnan.jpg,scq-capture-studio,2026-01-15T05:39:00.410Z,img-1768455540410-hluqq7m,002.zip,4:30
2026-bz-tv-renate-reinsve,image,Renate Reinsve,Norwegian Actress,Theatre and Cinema,World-Current-Actress,,competition,buzzer,2026,1,7,renate-reinsve.webp,https://media.learnwithcole.com/images/2026/buzzer/tv/full/renate-reinsve.webp,https://media.learnwithcole.com/images/2026/buzzer/tv/thumbs/renate-reinsve.webp,904fbc2fd03b26fd060cb0fe02e09408e4a33f31a91368d941cd81b248d28139,1200,675,34.86,0,7,1,buzzer,2026,,images/2026/buzzer/tv,images/2026/buzzer/tv/full/renate-reinsve.webp,https://media.learnwithcole.com/images/2026/buzzer/tv/full/renate-reinsve.webp,../github-ready/images/2026/buzzer/tv/full/renate-reinsve.webp,../github-ready/images/2026/buzzer/tv/thumbs/renate-reinsve.webp,images/2026/buzzer/tv/full/renate-reinsve.webp,images/2026/buzzer/tv/thumbs/renate-reinsve.webp,https://media.learnwithcole.com/images/2026/buzzer/tv/thumbs/renate-reinsve.webp,https://media.learnwithcole.com/images/2026/buzzer/tv/full/renate-reinsve.webp,img-1769017619286-pgtf90u,image,renate-reinsve.jpg,scq-capture-studio,2026-01-21T17:46:59.287Z,img-1769017619286-pgtf90u,007.zip,18:47
2026-alt-tv-robert-duvall,image,Robert Duvall,American Actor,Theatre and Cinema,World-Former-Actor,,competition,alternate,2026,1,4,robert-duvall.webp,https://media.learnwithcole.com/images/2026/alternate/tv/full/robert-duvall.webp,https://media.learnwithcole.com/images/2026/alternate/tv/thumbs/robert-duvall.webp,8e8a07fce69da20797ac1868633e129287c7f1addb5b9beb633534daa6af7a75,1114,548,16.08,-1,4,1,alternate,2026,,images/2026/alternate/tv,images/2026/alternate/tv/full/robert-duvall.webp,https://media.learnwithcole.com/images/2026/alternate/tv/full/robert-duvall.webp,../github-ready/images/2026/alternate/tv/full/robert-duvall.webp,../github-ready/images/2026/alternate/tv/thumbs/robert-duvall.webp,images/2026/alternate/tv/full/robert-duvall.webp,images/2026/alternate/tv/thumbs/robert-duvall.webp,https://media.learnwithcole.com/images/2026/alternate/tv/thumbs/robert-duvall.webp,https://media.learnwithcole.com/images/2026/alternate/tv/full/robert-duvall.webp,img-1768524504227-gcn1vft,image,robert-duvall.jpg,scq-capture-studio,2026-01-16T00:48:24.227Z,img-1768524504227-gcn1vft,004.zip,5:01
2026-bz-sport-rocky-marciano,image,Rocky Marciano,American Professional Boxer,Sports,Boxing-World-Former-Player,,competition,buzzer,2026,1,5,rocky-marciano.webp,https://media.learnwithcole.com/images/2026/buzzer/sport/full/rocky-marciano.webp,https://media.learnwithcole.com/images/2026/buzzer/sport/thumbs/rocky-marciano.webp,fdc85fdd6493a8bafbdd1e7cb0169c50e032abea0601f34481a92609ac15ac8e,1200,675,30.15,-1,5,1,buzzer,2026,,images/2026/buzzer/sport,images/2026/buzzer/sport/full/rocky-marciano.webp,https://media.learnwithcole.com/images/2026/buzzer/sport/full/rocky-marciano.webp,../github-ready/images/2026/buzzer/sport/full/rocky-marciano.webp,../github-ready/images/2026/buzzer/sport/thumbs/rocky-marciano.webp,images/2026/buzzer/sport/full/rocky-marciano.webp,images/2026/buzzer/sport/thumbs/rocky-marciano.webp,https://media.learnwithcole.com/images/2026/buzzer/sport/thumbs/rocky-marciano.webp,https://media.learnwithcole.com/images/2026/buzzer/sport/full/rocky-marciano.webp,img-1768654482558-s70n5nj,image,rocky-marciano.jpg,scq-capture-studio,2026-01-17T12:54:42.558Z,img-1768654482558-s70n5nj,005.zip,18:23
2026-bz-lia-sean-duffy,image,Sean Duffy,United States Secretary of Transportation,Local and International Affairs,World-Current-Leader,,competition,buzzer,2026,1,1,sean-duffy.webp,https://media.learnwithcole.com/images/2026/buzzer/lia/full/sean-duffy.webp,https://media.learnwithcole.com/images/2026/buzzer/lia/thumbs/sean-duffy.webp,1536404dbea74429bb7fe517b27d346a15a329ffaad9d191035ed388af20f7ee,1200,675,27.87,-1,1,1,buzzer,2026,,images/2026/buzzer/lia,images/2026/buzzer/lia/full/sean-duffy.webp,https://media.learnwithcole.com/images/2026/buzzer/lia/full/sean-duffy.webp,../github-ready/images/2026/buzzer/lia/full/sean-duffy.webp,../github-ready/images/2026/buzzer/lia/thumbs/sean-duffy.webp,images/2026/buzzer/lia/full/sean-duffy.webp,images/2026/buzzer/lia/thumbs/sean-duffy.webp,https://media.learnwithcole.com/images/2026/buzzer/lia/thumbs/sean-duffy.webp,https://media.learnwithcole.com/images/2026/buzzer/lia/full/sean-duffy.webp,img-1768454580931-d4c4uar,image,sean-duffy.jpg,scq-capture-studio,2026-01-15T05:23:00.931Z,img-1768454580931-d4c4uar,001.zip,17:07
2026-bz-sport-shai-hope,image,Shai Hope,Barbadian Cricketer,Sports,Cricket-World-Current-Cricketer,,competition,buzzer,2026,1,1,shai-hope.webp,https://media.learnwithcole.com/images/2026/buzzer/sport/full/shai-hope.webp,https://media.learnwithcole.com/images/2026/buzzer/sport/thumbs/shai-hope.webp,d5c65b38ba1a916543cd15fa2278bb0400efd4ae8239654a932198a0b41c9273,1200,675,38.04,-1,1,1,buzzer,2026,,images/2026/buzzer/sport,images/2026/buzzer/sport/full/shai-hope.webp,https://media.learnwithcole.com/images/2026/buzzer/sport/full/shai-hope.webp,../github-ready/images/2026/buzzer/sport/full/shai-hope.webp,../github-ready/images/2026/buzzer/sport/thumbs/shai-hope.webp,images/2026/buzzer/sport/full/shai-hope.webp,images/2026/buzzer/sport/thumbs/shai-hope.webp,https://media.learnwithcole.com/images/2026/buzzer/sport/thumbs/shai-hope.webp,https://media.learnwithcole.com/images/2026/buzzer/sport/full/shai-hope.webp,img-1768454943997-6lk7si3,image,shai-hope.jpg,scq-capture-studio,2026-01-15T05:29:03.997Z,img-1768454943997-6lk7si3,001.zip,19:36
2026-bz-tv-sigourney-weaver,image,Sigourney Weaver,American Actress,Theatre and Cinema,World-Current-Actress,,competition,buzzer,2026,1,4,sigourney-weaver.webp,https://media.learnwithcole.com/images/2026/buzzer/tv/full/sigourney-weaver.webp,https://media.learnwithcole.com/images/2026/buzzer/tv/thumbs/sigourney-weaver.webp,56dbf83c5abca5d46e0b0b1cc1b1360f2e7f1032bbb804aa064ae64ddffe36a4,1114,548,19.35,-1,4,1,buzzer,2026,,images/2026/buzzer/tv,images/2026/buzzer/tv/full/sigourney-weaver.webp,https://media.learnwithcole.com/images/2026/buzzer/tv/full/sigourney-weaver.webp,../github-ready/images/2026/buzzer/tv/full/sigourney-weaver.webp,../github-ready/images/2026/buzzer/tv/thumbs/sigourney-weaver.webp,images/2026/buzzer/tv/full/sigourney-weaver.webp,images/2026/buzzer/tv/thumbs/sigourney-weaver.webp,https://media.learnwithcole.com/images/2026/buzzer/tv/thumbs/sigourney-weaver.webp,https://media.learnwithcole.com/images/2026/buzzer/tv/full/sigourney-weaver.webp,img-1768525220111-lyvh8ax,image,sigourney-weaver.jpg,scq-capture-studio,2026-01-16T01:00:20.111Z,img-1768525220111-lyvh8ax,004.zip,19:29
2026-alt-tv-tessa-thompson,image,Tessa Thompson,American Actress,Theatre and Cinema,World-Current-Actress,,competition,alternate,2026,1,6,tessa-thompson.webp,https://media.learnwithcole.com/images/2026/alternate/tv/full/tessa-thompson.webp,https://media.learnwithcole.com/images/2026/alternate/tv/thumbs/tessa-thompson.webp,ff211f32b8773f45e59a81d2a8a3a2610795dc7a137c9a4597a7d9b5c2c2593f,1200,675,34.26,-1,6,1,alternate,2026,,images/2026/alternate/tv,images/2026/alternate/tv/full/tessa-thompson.webp,https://media.learnwithcole.com/images/2026/alternate/tv/full/tessa-thompson.webp,../github-ready/images/2026/alternate/tv/full/tessa-thompson.webp,../github-ready/images/2026/alternate/tv/thumbs/tessa-thompson.webp,images/2026/alternate/tv/full/tessa-thompson.webp,images/2026/alternate/tv/thumbs/tessa-thompson.webp,https://media.learnwithcole.com/images/2026/alternate/tv/thumbs/tessa-thompson.webp,https://media.learnwithcole.com/images/2026/alternate/tv/full/tessa-thompson.webp,img-1768655674068-d8vj3ng,image,tessa-thompson.jpg,scq-capture-studio,2026-01-17T13:14:34.068Z,img-1768655674068-d8vj3ng,006.zip,4:06
