mediaID,type,name,description,subject,category,collection,mode,section,year,round,matchNumber,filename,url,thumbUrl,sha256,width,height,sizeKB,knowledge,competition_matchNumber,competition_round,competition_section,competition_year,durationSeconds,github_baseRemotePath,github_fullRelativePath,github_fullUrl,github_localRelativePath,github_localThumbnailRelativePath,github_relativePath,github_thumbnailRelativePath,github_thumbnailUrl,github_url,id,media_type,originalName,source_app,source_capturedAt,source_sourceID,source_sourceJson,source_videoTimestamp
2026-alt-tv-brad-pitt,image,Brad Pitt,American Actor,Theatre and Cinema,World-Current-Actor,,competition,alternate,2026,1,1,brad-pitt.webp,https://media.learnwithcole.com/images/2026/alternate/tv/full/brad-pitt.webp,https://media.learnwithcole.com/images/2026/alternate/tv/thumbs/brad-pitt.webp,717b0365e3d209f5f099bc9f475442dcae91c20ca6bd7603832e0d2f4fd1f32b,1200,675,29.3,-1,1,1,alternate,2026,,images/2026/alternate/tv,images/2026/alternate/tv/full/brad-pitt.webp,https://media.learnwithcole.com/images/2026/alternate/tv/full/brad-pitt.webp,../github-ready/images/2026/alternate/tv/full/brad-pitt.webp,../github-ready/images/2026/alternate/tv/thumbs/brad-pitt.webp,images/2026/alternate/tv/full/brad-pitt.webp,images/2026/alternate/tv/thumbs/brad-pitt.webp,https://media.learnwithcole.com/images/2026/alternate/tv/thumbs/brad-pitt.webp,https://media.learnwithcole.com/images/2026/alternate/tv/full/brad-pitt.webp,img-1768453737555-ge7trbr,image,brad-pitt.jpg,scq-capture-studio,2026-01-15T05:08:57.555Z,img-1768453737555-ge7trbr,001.zip,5:07
2026-alt-sport-cameron-green,image,Cameron Green,Australian Cricketer,Sports,Cricket-World-Current-Player,,competition,alternate,2026,1,6,cameron-green.webp,https://media.learnwithcole.com/images/2026/alternate/sport/full/cameron-green.webp,https://media.learnwithcole.com/images/2026/alternate/sport/thumbs/cameron-green.webp,813b5be4df19e58d2afcab6e7c81fe03bd76fd0ff981aa89d027dfdc3a3bc452,1200,675,32.75,-1,6,1,alternate,2026,,images/2026/alternate/sport,images/2026/alternate/sport/full/cameron-green.webp,https://media.learnwithcole.com/images/2026/alternate/sport/full/cameron-green.webp,../github-ready/images/2026/alternate/sport/full/cameron-green.webp,../github-ready/images/2026/alternate/sport/thumbs/cameron-green.webp,images/2026/alternate/sport/full/cameron-green.webp,images/2026/alternate/sport/thumbs/cameron-green.webp,https://media.learnwithcole.com/images/2026/alternate/sport/thumbs/cameron-green.webp,https://media.learnwithcole.com/images/2026/alternate/sport/full/cameron-green.webp,img-1768655784733-y9mtp8k,image,cameron-green.jpg,scq-capture-studio,2026-01-17T13:16:24.733Z,img-1768655784733-y9mtp8k,006.zip,4:34
2026-alt-sport-carl-lewis,image,Carl Lewis,American Former Athlete,Sports,Athletics-World-Former-Athlete,,competition,alternate,2026,1,3,carl-lewis.webp,https://media.learnwithcole.com/images/2026/alternate/sport/full/carl-lewis.webp,https://media.learnwithcole.com/images/2026/alternate/sport/thumbs/carl-lewis.webp,5de7ddf363289317f5455f0fc33e3ce4c5d5defc05bcab8e7e877ec7d832014b,1200,675,44.13,-1,3,1,alternate,2026,,images/2026/alternate/sport,images/2026/alternate/sport/full/carl-lewis.webp,https://media.learnwithcole.com/images/2026/alternate/sport/full/carl-lewis.webp,../github-ready/images/2026/alternate/sport/full/carl-lewis.webp,../github-ready/images/2026/alternate/sport/thumbs/carl-lewis.webp,images/2026/alternate/sport/full/carl-lewis.webp,images/2026/alternate/sport/thumbs/carl-lewis.webp,https://media.learnwithcole.com/images/2026/alternate/sport/thumbs/carl-lewis.webp,https://media.learnwithcole.com/images/2026/alternate/sport/full/carl-lewis.webp,img-1768459188853-udxm41u,image,carl-lewis.jpg,scq-capture-studio,2026-01-15T06:39:48.853Z,img-1768459188853-udxm41u,003.zip,5:51
2026-bz-sport-carmelita-jeter,image,Carmelita Jeter,American Former Sprinter,Sports,Athletics-World-Current-Athlete,,competition,buzzer,2026,1,4,carmelita-jeter.webp,https://media.learnwithcole.com/images/2026/buzzer/sport/full/carmelita-jeter.webp,https://media.learnwithcole.com/images/2026/buzzer/sport/thumbs/carmelita-jeter.webp,c4884aec369ef729a6ac8f48ba59b08ddc7bc49faa11c196f2f82ce9803027dd,1114,548,28.42,-1,4,1,buzzer,2026,,images/2026/buzzer/sport,images/2026/buzzer/sport/full/carmelita-jeter.webp,https://media.learnwithcole.com/images/2026/buzzer/sport/full/carmelita-jeter.webp,../github-ready/images/2026/buzzer/sport/full/carmelita-jeter.webp,../github-ready/images/2026/buzzer/sport/thumbs/carmelita-jeter.webp,images/2026/buzzer/sport/full/carmelita-jeter.webp,images/2026/buzzer/sport/thumbs/carmelita-jeter.webp,https://media.learnwithcole.com/images/2026/buzzer/sport/thumbs/carmelita-jeter.webp,https://media.learnwithcole.com/images/2026/buzzer/sport/full/carmelita-jeter.webp,img-1768525340396-qqsnc5t,image,carmelita-jeter.jpg,scq-capture-studio,2026-01-16T01:02:20.396Z,img-1768525340396-qqsnc5t,004.zip,20:23
2026-alt-tv-christopher-meloni,image,Christopher Meloni,American Actor,Theatre and Cinema,World-Current-Actor,,competition,alternate,2026,1,3,christopher-meloni.webp,https://media.learnwithcole.com/images/2026/alternate/tv/full/christopher-meloni.webp,https://media.learnwithcole.com/images/2026/alternate/tv/thumbs/christopher-meloni.webp,d69e9ee274daef5451296c149ce528ac55580a56782c32946bf2b6179b76256d,1200,675,32.28,-1,3,1,alternate,2026,,images/2026/alternate/tv,images/2026/alternate/tv/full/christopher-meloni.webp,https://media.learnwithcole.com/images/2026/alternate/tv/full/christopher-meloni.webp,../github-ready/images/2026/alternate/tv/full/christopher-meloni.webp,../github-ready/images/2026/alternate/tv/thumbs/christopher-meloni.webp,images/2026/alternate/tv/full/christopher-meloni.webp,images/2026/alternate/tv/thumbs/christopher-meloni.webp,https://media.learnwithcole.com/images/2026/alternate/tv/thumbs/christopher-meloni.webp,https://media.learnwithcole.com/images/2026/alternate/tv/full/christopher-meloni.webp,img-1768459099266-ogvydrb,image,christopher-meloni.jpg,scq-capture-studio,2026-01-15T06:38:19.266Z,img-1768459099266-ogvydrb,003.zip,5:22
2026-bz-lia-cyril-ramaphosa,image,Cyril Ramaphosa,President of South Africa,Local and International Affairs,World-Current-President,,competition,buzzer,2026,1,4,cyril-ramaphosa.webp,https://media.learnwithcole.com/images/2026/buzzer/lia/full/cyril-ramaphosa.webp,https://media.learnwithcole.com/images/2026/buzzer/lia/thumbs/cyril-ramaphosa.webp,24544f1326a430f4757bc93bf2e5958a544be229e63e1e0058c947a7f2eeb066,1114,548,20.98,-1,4,1,buzzer,2026,,images/2026/buzzer/lia,images/2026/buzzer/lia/full/cyril-ramaphosa.webp,https://media.learnwithcole.com/images/2026/buzzer/lia/full/cyril-ramaphosa.webp,../github-ready/images/2026/buzzer/lia/full/cyril-ramaphosa.webp,../github-ready/images/2026/buzzer/lia/thumbs/cyril-ramaphosa.webp,images/2026/buzzer/lia/full/cyril-ramaphosa.webp,images/2026/buzzer/lia/thumbs/cyril-ramaphosa.webp,https://media.learnwithcole.com/images/2026/buzzer/lia/thumbs/cyril-ramaphosa.webp,https://media.learnwithcole.com/images/2026/buzzer/lia/full/cyril-ramaphosa.webp,img-1768524978850-uc1m73z,image,cyril-ramaphosa.jpg,scq-capture-studio,2026-01-16T00:56:18.850Z,img-1768524978850-uc1m73z,004.zip,18:07
2026-alt-lia-diahann-gordon-harrison,image,Diahann Gordon-Harrison,Children's Advocate,Local and International Affairs,Local-Current-Private,,competition,alternate,2026,1,6,diahann-gordon-harrison.webp,https://media.learnwithcole.com/images/2026/alternate/lia/full/diahann-gordon-harrison.webp,https://media.learnwithcole.com/images/2026/alternate/lia/thumbs/diahann-gordon-harrison.webp,b6361494a84f012afa2dddc06375d0729fc5156be1e34b7a66c4fe9ef458fde5,1200,675,28.81,-1,6,1,alternate,2026,,images/2026/alternate/lia,images/2026/alternate/lia/full/diahann-gordon-harrison.webp,https://media.learnwithcole.com/images/2026/alternate/lia/full/diahann-gordon-harrison.webp,../github-ready/images/2026/alternate/lia/full/diahann-gordon-harrison.webp,../github-ready/images/2026/alternate/lia/thumbs/diahann-gordon-harrison.webp,images/2026/alternate/lia/full/diahann-gordon-harrison.webp,images/2026/alternate/lia/thumbs/diahann-gordon-harrison.webp,https://media.learnwithcole.com/images/2026/alternate/lia/thumbs/diahann-gordon-harrison.webp,https://media.learnwithcole.com/images/2026/alternate/lia/full/diahann-gordon-harrison.webp,img-1768654956233-e5wm4zf,image,diahann-gordon-harrison.jpg,scq-capture-studio,2026-01-17T13:02:36.233Z,img-1768654956233-e5wm4zf,006.zip,2:12
2026-bz-sport-didier-drogba,image,Didier Drogba,Ivorian Footballer,Sports,Football-World-Former-Player,,competition,buzzer,2026,1,6,didier-drogba.webp,https://media.learnwithcole.com/images/2026/buzzer/sport/full/didier-drogba.webp,https://media.learnwithcole.com/images/2026/buzzer/sport/thumbs/didier-drogba.webp,1b14ec1d4e650c01f81d57df373de39105b40d8751ea14af9db0fbf2d346eddd,1200,675,35.09,-1,6,1,buzzer,2026,,images/2026/buzzer/sport,images/2026/buzzer/sport/full/didier-drogba.webp,https://media.learnwithcole.com/images/2026/buzzer/sport/full/didier-drogba.webp,../github-ready/images/2026/buzzer/sport/full/didier-drogba.webp,../github-ready/images/2026/buzzer/sport/thumbs/didier-drogba.webp,images/2026/buzzer/sport/full/didier-drogba.webp,images/2026/buzzer/sport/thumbs/didier-drogba.webp,https://media.learnwithcole.com/images/2026/buzzer/sport/thumbs/didier-drogba.webp,https://media.learnwithcole.com/images/2026/buzzer/sport/full/didier-drogba.webp,img-1768656266783-xmuug2i,image,didier-drogba.jpg,scq-capture-studio,2026-01-17T13:24:26.783Z,img-1768656266783-xmuug2i,006.zip,18:46
2026-alt-lia-duane-smith,image,Duane Smith,MP - St. Andrew North West,Local and International Affairs,Local-Current-MP,,competition,alternate,2026,1,3,duane-smith.webp,https://media.learnwithcole.com/images/2026/alternate/lia/full/duane-smith.webp,https://media.learnwithcole.com/images/2026/alternate/lia/thumbs/duane-smith.webp,6df43d171de7556f13bd11f63e37d30823dd87482ddfad93ec0a1ea0ca3997d5,1200,675,21.59,-1,3,1,alternate,2026,,images/2026/alternate/lia,images/2026/alternate/lia/full/duane-smith.webp,https://media.learnwithcole.com/images/2026/alternate/lia/full/duane-smith.webp,../github-ready/images/2026/alternate/lia/full/duane-smith.webp,../github-ready/images/2026/alternate/lia/thumbs/duane-smith.webp,images/2026/alternate/lia/full/duane-smith.webp,images/2026/alternate/lia/thumbs/duane-smith.webp,https://media.learnwithcole.com/images/2026/alternate/lia/thumbs/duane-smith.webp,https://media.learnwithcole.com/images/2026/alternate/lia/full/duane-smith.webp,img-1768458612706-e0atjd0,image,duane-smith.jpg,scq-capture-studio,2026-01-15T06:30:12.706Z,img-1768458612706-e0atjd0,003.zip,2:19
2026-alt-lia-dwayne-vaz,image,Dwayne Vaz,MP -Westmoreland Central,Local and International Affairs,Local-Current-MP,,competition,alternate,2026,1,5,dwayne-vaz.webp,https://media.learnwithcole.com/images/2026/alternate/lia/full/dwayne-vaz.webp,https://media.learnwithcole.com/images/2026/alternate/lia/thumbs/dwayne-vaz.webp,3b884c6ae83582f9d786a1a5c9fecd510ef6bfffda2d02f82e2b905877d45cff,1200,675,33.38,-1,5,1,alternate,2026,,images/2026/alternate/lia,images/2026/alternate/lia/full/dwayne-vaz.webp,https://media.learnwithcole.com/images/2026/alternate/lia/full/dwayne-vaz.webp,../github-ready/images/2026/alternate/lia/full/dwayne-vaz.webp,../github-ready/images/2026/alternate/lia/thumbs/dwayne-vaz.webp,images/2026/alternate/lia/full/dwayne-vaz.webp,images/2026/alternate/lia/thumbs/dwayne-vaz.webp,https://media.learnwithcole.com/images/2026/alternate/lia/thumbs/dwayne-vaz.webp,https://media.learnwithcole.com/images/2026/alternate/lia/full/dwayne-vaz.webp,img-1768653341795-9v0w6km,image,dwayne-vaz.jpg,scq-capture-studio,2026-01-17T12:35:41.795Z,img-1768653341795-9v0w6km,005.zip,2:21
2026-alt-lia-eswatini,image,Eswatini,Flag of Eswatini,Local and International Affairs,World-Current-Flag,,competition,alternate,2026,1,4,eswatini.webp,https://media.learnwithcole.com/images/2026/alternate/lia/full/eswatini.webp,https://media.learnwithcole.com/images/2026/alternate/lia/thumbs/eswatini.webp,4c91f280092eda4e853a292f4a68f8a5a455e81a52228f4147aefd59d7febc7a,1114,548,17.13,-1,4,1,alternate,2026,,images/2026/alternate/lia,images/2026/alternate/lia/full/eswatini.webp,https://media.learnwithcole.com/images/2026/alternate/lia/full/eswatini.webp,../github-ready/images/2026/alternate/lia/full/eswatini.webp,../github-ready/images/2026/alternate/lia/thumbs/eswatini.webp,images/2026/alternate/lia/full/eswatini.webp,images/2026/alternate/lia/thumbs/eswatini.webp,https://media.learnwithcole.com/images/2026/alternate/lia/thumbs/eswatini.webp,https://media.learnwithcole.com/images/2026/alternate/lia/full/eswatini.webp,img-1768524080462-uwlpqst,image,eswatini.jpg,scq-capture-studio,2026-01-16T00:41:20.462Z,img-1768524080462-uwlpqst,004.zip,2:40
2026-alt-tv-eva-victor,image,Eva Victor,French Actor,Theatre and Cinema,World-Current-Actress,,competition,alternate,2026,1,7,eva-victor.webp,https://media.learnwithcole.com/images/2026/alternate/tv/full/eva-victor.webp,https://media.learnwithcole.com/images/2026/alternate/tv/thumbs/eva-victor.webp,2a46f6cae968bf724b2ab36d566024395ee83078592e15987a710f9946a20987,1200,675,27.74,0,7,1,alternate,2026,,images/2026/alternate/tv,images/2026/alternate/tv/full/eva-victor.webp,https://media.learnwithcole.com/images/2026/alternate/tv/full/eva-victor.webp,../github-ready/images/2026/alternate/tv/full/eva-victor.webp,../github-ready/images/2026/alternate/tv/thumbs/eva-victor.webp,images/2026/alternate/tv/full/eva-victor.webp,images/2026/alternate/tv/thumbs/eva-victor.webp,https://media.learnwithcole.com/images/2026/alternate/tv/thumbs/eva-victor.webp,https://media.learnwithcole.com/images/2026/alternate/tv/full/eva-victor.webp,img-1769016101626-4s81hzl,image,eva-victor.jpg,scq-capture-studio,2026-01-21T17:21:41.626Z,img-1769016101626-4s81hzl,007.zip,4:52
2026-alt-sport-gail-devers,image,Gail Devers,American Former Athlete,Sports,Athletics-World-Former-Athlete,,competition,alternate,2026,1,3,gail-devers.webp,https://media.learnwithcole.com/images/2026/alternate/sport/full/gail-devers.webp,https://media.learnwithcole.com/images/2026/alternate/sport/thumbs/gail-devers.webp,be1de11281b61e7d41f5edaca6c6c3993b0c9e36b0b917a2a6aec1c430ae22cb,1200,675,37.11,-1,3,1,alternate,2026,,images/2026/alternate/sport,images/2026/alternate/sport/full/gail-devers.webp,https://media.learnwithcole.com/images/2026/alternate/sport/full/gail-devers.webp,../github-ready/images/2026/alternate/sport/full/gail-devers.webp,../github-ready/images/2026/alternate/sport/thumbs/gail-devers.webp,images/2026/alternate/sport/full/gail-devers.webp,images/2026/alternate/sport/thumbs/gail-devers.webp,https://media.learnwithcole.com/images/2026/alternate/sport/thumbs/gail-devers.webp,https://media.learnwithcole.com/images/2026/alternate/sport/full/gail-devers.webp,img-1768459243096-n9j77m0,image,gail-devers.jpg,scq-capture-studio,2026-01-15T06:40:43.096Z,img-1768459243096-n9j77m0,003.zip,6:05
2026-bz-tv-gregory-peck,image,Gregory Peck,American Actor,Theatre and Cinema,World-Former-Actor,,competition,buzzer,2026,1,5,gregory-peck.webp,https://media.learnwithcole.com/images/2026/buzzer/tv/full/gregory-peck.webp,https://media.learnwithcole.com/images/2026/buzzer/tv/thumbs/gregory-peck.webp,ea9de8a77ae5825fa6e03e3075f89e30ac41866c2de34ea947139253a795779c,1200,675,35.14,-1,5,1,buzzer,2026,,images/2026/buzzer/tv,images/2026/buzzer/tv/full/gregory-peck.webp,https://media.learnwithcole.com/images/2026/buzzer/tv/full/gregory-peck.webp,../github-ready/images/2026/buzzer/tv/full/gregory-peck.webp,../github-ready/images/2026/buzzer/tv/thumbs/gregory-peck.webp,images/2026/buzzer/tv/full/gregory-peck.webp,images/2026/buzzer/tv/thumbs/gregory-peck.webp,https://media.learnwithcole.com/images/2026/buzzer/tv/thumbs/gregory-peck.webp,https://media.learnwithcole.com/images/2026/buzzer/tv/full/gregory-peck.webp,img-1768654351897-4enb4v7,image,gregory-peck.jpg,scq-capture-studio,2026-01-17T12:52:31.897Z,img-1768654351897-4enb4v7,005.zip,17:23
2026-bz-tv-harrison-ford,image,Harrison Ford,American Actor - Indiana Jones,Theatre and Cinema,World-Current-Actor,,competition,buzzer,2026,1,6,harrison-ford.webp,https://media.learnwithcole.com/images/2026/buzzer/tv/full/harrison-ford.webp,https://media.learnwithcole.com/images/2026/buzzer/tv/thumbs/harrison-ford.webp,5cda8cdc858224751701eb2d11d0e8b3e34adb372ba75277d20b895acbb86daf,1200,675,26.62,-1,6,1,buzzer,2026,,images/2026/buzzer/tv,images/2026/buzzer/tv/full/harrison-ford.webp,https://media.learnwithcole.com/images/2026/buzzer/tv/full/harrison-ford.webp,../github-ready/images/2026/buzzer/tv/full/harrison-ford.webp,../github-ready/images/2026/buzzer/tv/thumbs/harrison-ford.webp,images/2026/buzzer/tv/full/harrison-ford.webp,images/2026/buzzer/tv/thumbs/harrison-ford.webp,https://media.learnwithcole.com/images/2026/buzzer/tv/thumbs/harrison-ford.webp,https://media.learnwithcole.com/images/2026/buzzer/tv/full/harrison-ford.webp,img-1768656143810-94r2oy0,image,harrison-ford.jpg,scq-capture-studio,2026-01-17T13:22:23.810Z,img-1768656143810-94r2oy0,006.zip,17:48
2026-alt-sport-hasely-crawford,image,Hasely Crawford,First Olympic Champion from Trinidad and Tobago,Sports,Athletics-World-Former-Athlete,,competition,alternate,2026,1,4,hasely-crawford.webp,https://media.learnwithcole.com/images/2026/alternate/sport/full/hasely-crawford.webp,https://media.learnwithcole.com/images/2026/alternate/sport/thumbs/hasely-crawford.webp,843010160d09577a000f7e76b3ce9c3d0d19c8cc0731fd9bfb75667e64a373d3,1114,548,25.01,-1,4,1,alternate,2026,,images/2026/alternate/sport,images/2026/alternate/sport/full/hasely-crawford.webp,https://media.learnwithcole.com/images/2026/alternate/sport/full/hasely-crawford.webp,../github-ready/images/2026/alternate/sport/full/hasely-crawford.webp,../github-ready/images/2026/alternate/sport/thumbs/hasely-crawford.webp,images/2026/alternate/sport/full/hasely-crawford.webp,images/2026/alternate/sport/thumbs/hasely-crawford.webp,https://media.learnwithcole.com/images/2026/alternate/sport/thumbs/hasely-crawford.webp,https://media.learnwithcole.com/images/2026/alternate/sport/full/hasely-crawford.webp,img-1768524741688-x7arydj,image,hasely-crawford.jpg,scq-capture-studio,2026-01-16T00:52:21.688Z,img-1768524741688-x7arydj,004.zip,5:45
2026-alt-lia-heroy-clarke,image,Heroy Clarke,MP - St. James Central,Local and International Affairs,Local-Current-MP,,competition,alternate,2026,1,3,heroy-clarke.webp,https://media.learnwithcole.com/images/2026/alternate/lia/full/heroy-clarke.webp,https://media.learnwithcole.com/images/2026/alternate/lia/thumbs/heroy-clarke.webp,75b893ffaf8ec46df639d0e6c602f5d4ecc64d441daa2ae08aa694dc289043bb,1200,675,22.94,-1,3,1,alternate,2026,,images/2026/alternate/lia,images/2026/alternate/lia/full/heroy-clarke.webp,https://media.learnwithcole.com/images/2026/alternate/lia/full/heroy-clarke.webp,../github-ready/images/2026/alternate/lia/full/heroy-clarke.webp,../github-ready/images/2026/alternate/lia/thumbs/heroy-clarke.webp,images/2026/alternate/lia/full/heroy-clarke.webp,images/2026/alternate/lia/thumbs/heroy-clarke.webp,https://media.learnwithcole.com/images/2026/alternate/lia/thumbs/heroy-clarke.webp,https://media.learnwithcole.com/images/2026/alternate/lia/full/heroy-clarke.webp,img-1768458660156-fc9vrlv,image,heroy-clarke.jpg,scq-capture-studio,2026-01-15T06:31:00.156Z,img-1768458660156-fc9vrlv,003.zip,2:31
2026-bz-lia-hun-manet,image,Hun Manet,PM - Cambodia,Local and International Affairs,World-Current-Leader,,competition,buzzer,2026,1,3,hun-manet.webp,https://media.learnwithcole.com/images/2026/buzzer/lia/full/hun-manet.webp,https://media.learnwithcole.com/images/2026/buzzer/lia/thumbs/hun-manet.webp,a55af126b0becf5272dd22835d2945b79ff2c1a6a2711e5c88c45a670f11324c,1200,675,28.06,-1,3,1,buzzer,2026,,images/2026/buzzer/lia,images/2026/buzzer/lia/full/hun-manet.webp,https://media.learnwithcole.com/images/2026/buzzer/lia/full/hun-manet.webp,../github-ready/images/2026/buzzer/lia/full/hun-manet.webp,../github-ready/images/2026/buzzer/lia/thumbs/hun-manet.webp,images/2026/buzzer/lia/full/hun-manet.webp,images/2026/buzzer/lia/thumbs/hun-manet.webp,https://media.learnwithcole.com/images/2026/buzzer/lia/thumbs/hun-manet.webp,https://media.learnwithcole.com/images/2026/buzzer/lia/full/hun-manet.webp,img-1768459368554-ptrdm61,image,hun-manet.jpg,scq-capture-studio,2026-01-15T06:42:48.554Z,img-1768459368554-ptrdm61,003.zip,16:57
2026-alt-sport-igor-thiago,image,Igor Thiago,Brazilian Footballer for Brentford,Sports,Football-World-Current-Player,,competition,alternate,2026,1,2,igor-thiago.webp,https://media.learnwithcole.com/images/2026/alternate/sport/full/igor-thiago.webp,https://media.learnwithcole.com/images/2026/alternate/sport/thumbs/igor-thiago.webp,643bb06f10c1c5cb3ea5eb6f8978c8e38189ad369e292189872ec1420828654c,1200,675,27.41,-1,2,1,alternate,2026,,images/2026/alternate/sport,images/2026/alternate/sport/full/igor-thiago.webp,https://media.learnwithcole.com/images/2026/alternate/sport/full/igor-thiago.webp,../github-ready/images/2026/alternate/sport/full/igor-thiago.webp,../github-ready/images/2026/alternate/sport/thumbs/igor-thiago.webp,images/2026/alternate/sport/full/igor-thiago.webp,images/2026/alternate/sport/thumbs/igor-thiago.webp,https://media.learnwithcole.com/images/2026/alternate/sport/thumbs/igor-thiago.webp,https://media.learnwithcole.com/images/2026/alternate/sport/full/igor-thiago.webp,img-1768455677807-qcdpwor,image,igor-thiago.jpg,scq-capture-studio,2026-01-15T05:41:17.807Z,img-1768455677807-qcdpwor,002.zip,5:09
2026-alt-sport-jean-philippe-mateta,image,Jean-Philippe Mateta,French Footballer for Crystal Palace,Sports,Football-World-Current-Player,,competition,alternate,2026,1,2,jean-philippe-mateta.webp,https://media.learnwithcole.com/images/2026/alternate/sport/full/jean-philippe-mateta.webp,https://media.learnwithcole.com/images/2026/alternate/sport/thumbs/jean-philippe-mateta.webp,b6a89a71c4184f015129648f23e586573dc23acf0776b3e705268959464a6ee5,1200,675,45.32,-1,2,1,alternate,2026,,images/2026/alternate/sport,images/2026/alternate/sport/full/jean-philippe-mateta.webp,https://media.learnwithcole.com/images/2026/alternate/sport/full/jean-philippe-mateta.webp,../github-ready/images/2026/alternate/sport/full/jean-philippe-mateta.webp,../github-ready/images/2026/alternate/sport/thumbs/jean-philippe-mateta.webp,images/2026/alternate/sport/full/jean-philippe-mateta.webp,images/2026/alternate/sport/thumbs/jean-philippe-mateta.webp,https://media.learnwithcole.com/images/2026/alternate/sport/thumbs/jean-philippe-mateta.webp,https://media.learnwithcole.com/images/2026/alternate/sport/full/jean-philippe-mateta.webp,img-1768455780166-01mqjfk,image,jean-philippe-mateta.jpg,scq-capture-studio,2026-01-15T05:43:00.166Z,img-1768455780166-01mqjfk,002.zip,5:25
2026-alt-sport-jeff-dujon,image,Jeff Dujon,Jamaican Former Cricketer,Sports,Cricket-World-Former-Player,,competition,alternate,2026,1,7,jeff-dujon.webp,https://media.learnwithcole.com/images/2026/alternate/sport/full/jeff-dujon.webp,https://media.learnwithcole.com/images/2026/alternate/sport/thumbs/jeff-dujon.webp,91db0449f6ae9ec34cee76e0c2727dc4ac8db96f7fca5f272d8882538323698c,1200,675,24.56,1,7,1,alternate,2026,,images/2026/alternate/sport,images/2026/alternate/sport/full/jeff-dujon.webp,https://media.learnwithcole.com/images/2026/alternate/sport/full/jeff-dujon.webp,../github-ready/images/2026/alternate/sport/full/jeff-dujon.webp,../github-ready/images/2026/alternate/sport/thumbs/jeff-dujon.webp,images/2026/alternate/sport/full/jeff-dujon.webp,images/2026/alternate/sport/thumbs/jeff-dujon.webp,https://media.learnwithcole.com/images/2026/alternate/sport/thumbs/jeff-dujon.webp,https://media.learnwithcole.com/images/2026/alternate/sport/full/jeff-dujon.webp,img-1769016232606-whpgxvk,image,jeff-dujon.jpg,scq-capture-studio,2026-01-21T17:23:52.606Z,img-1769016232606-whpgxvk,007.zip,5:37
2026-alt-tv-jennifer-lawrence,image,Jennifer Lawrence,American Actress,Theatre and Cinema,World-Current-Actress,,competition,alternate,2026,1,6,jennifer-lawrence.webp,https://media.learnwithcole.com/images/2026/alternate/tv/full/jennifer-lawrence.webp,https://media.learnwithcole.com/images/2026/alternate/tv/thumbs/jennifer-lawrence.webp,87510194200073d618570b096d8f0c99c2b39384f6efed20d31570daf86b51f4,1200,675,29.55,-1,6,1,alternate,2026,,images/2026/alternate/tv,images/2026/alternate/tv/full/jennifer-lawrence.webp,https://media.learnwithcole.com/images/2026/alternate/tv/full/jennifer-lawrence.webp,../github-ready/images/2026/alternate/tv/full/jennifer-lawrence.webp,../github-ready/images/2026/alternate/tv/thumbs/jennifer-lawrence.webp,images/2026/alternate/tv/full/jennifer-lawrence.webp,images/2026/alternate/tv/thumbs/jennifer-lawrence.webp,https://media.learnwithcole.com/images/2026/alternate/tv/thumbs/jennifer-lawrence.webp,https://media.learnwithcole.com/images/2026/alternate/tv/full/jennifer-lawrence.webp,img-1768655568656-zmbb056,image,jennifer-lawrence.jpg,scq-capture-studio,2026-01-17T13:12:48.656Z,img-1768655568656-zmbb056,006.zip,3:56
2026-alt-tv-johnny-depp,image,Johnny Depp,American Actor,Theatre and Cinema,World-Current-Actor,,competition,alternate,2026,1,5,johnny-depp.webp,https://media.learnwithcole.com/images/2026/alternate/tv/full/johnny-depp.webp,https://media.learnwithcole.com/images/2026/alternate/tv/thumbs/johnny-depp.webp,0b7a195ec7f9ecfb752d450a144684fbaa620d2d96df26004ec6f6d2ef906439,1200,675,35.92,-1,5,1,alternate,2026,,images/2026/alternate/tv,images/2026/alternate/tv/full/johnny-depp.webp,https://media.learnwithcole.com/images/2026/alternate/tv/full/johnny-depp.webp,../github-ready/images/2026/alternate/tv/full/johnny-depp.webp,../github-ready/images/2026/alternate/tv/thumbs/johnny-depp.webp,images/2026/alternate/tv/full/johnny-depp.webp,images/2026/alternate/tv/thumbs/johnny-depp.webp,https://media.learnwithcole.com/images/2026/alternate/tv/thumbs/johnny-depp.webp,https://media.learnwithcole.com/images/2026/alternate/tv/full/johnny-depp.webp,img-1768653843215-jdniq25,image,johnny-depp.jpg,scq-capture-studio,2026-01-17T12:44:03.215Z,img-1768653843215-jdniq25,005.zip,4:58
